iter	Passed	Remaining
822	923	198
823	924	197
824	925	196
825	926	195
826	927	193
827	928	192
828	930	191
829	931	190
830	932	189
831	933	188
832	934	187
833	935	186
834	937	185
835	938	184
836	940	183
837	941	181
838	942	180
839	944	179
840	945	178
841	946	177
842	947	176
843	949	175
844	950	174
845	952	173
846	953	172
847	954	171
848	955	170
849	957	168
850	958	167
851	959	166
852	960	165
853	962	164
854	963	163
855	964	162
856	965	161
857	967	160
858	968	158
859	970	157
860	971	156
861	972	155
862	973	154
863	975	153
864	976	152
865	977	151
866	978	150
867	979	149
868	980	147
869	982	146
870	983	145
871	984	144
872	985	143
873	986	142
874	987	141
875	988	139
876	990	138
877	991	137
878	992	136
879	993	135
880	994	134
881	995	133
882	996	132
883	997	130
884	998	129
885	999	128
886	1000	127
887	1002	126
888	1003	125
889	1004	124
890	1005	123
891	1006	121
892	1007	120
893	1008	119
894	1010	118
895	1011	117
896	1012	116
897	1013	115
898	1014	113
899	1015	112
900	1016	111
901	1017	110
902	1018	109
903	1020	108
904	1021	107
905	1022	106
906	1023	104
907	1024	103
908	1025	102
909	1026	101
910	1028	100
911	1029	99
912	1030	98
913	1031	97
914	1032	95
915	1033	94
916	1034	93
917	1036	92
918	1037	91
919	1038	90
920	1039	89
921	1040	87
922	1041	86
923	1042	85
924	1043	84
925	1044	83
926	1045	82
927	1046	81
928	1047	80
929	1049	78
930	1050	77
931	1051	76
932	1052	75
933	1053	74
934	1054	73
935	1056	72
936	1057	71
937	1058	69
938	1059	68
939	1060	67
940	1061	66
941	1062	65
942	1063	64
943	1064	63
944	1065	62
945	1066	60
946	1067	59
947	1068	58
948	1069	57
949	1071	56
950	1072	55
951	1073	54
952	1074	52
953	1075	51
954	1076	50
955	1077	49
956	1078	48
957	1080	47
958	1081	46
959	1082	45
960	1083	43
961	1084	42
962	1085	41
963	1086	40
964	1087	39
965	1088	38
966	1089	37
967	1090	36
968	1091	34
969	1092	33
970	1093	32
971	1094	31
972	1095	30
973	1096	29
974	1098	28
975	1099	27
976	1100	25
977	1101	24
978	1102	23
979	1103	22
980	1104	21
981	1105	20
982	1106	19
983	1107	18
984	1108	16
985	1109	15
986	1110	14
987	1111	13
988	1112	12
989	1113	11
990	1114	10
991	1115	8
992	1117	7
993	1118	6
994	1119	5
995	1120	4
996	1121	3
997	1122	2
998	1123	1
999	1124	0
