iter	RMSE
356	0.3982405304
357	0.3981298174
358	0.3980806211
359	0.39791504
360	0.397872366
361	0.3977647299
362	0.3976900357
363	0.3976271815
364	0.3975837096
365	0.3975374917
366	0.397378817
367	0.3972555681
368	0.3970275747
369	0.3968803123
370	0.3968337452
371	0.3967668965
372	0.3967259354
373	0.3966853009
374	0.3966378181
375	0.3965982106
376	0.3965523008
377	0.3965055977
378	0.3964300105
379	0.396363115
380	0.3962115311
381	0.3961663754
382	0.3961269582
383	0.3960876069
384	0.3960427
385	0.3959224784
386	0.3958827544
387	0.3956958393
388	0.3956494156
389	0.3956039188
390	0.3954687212
391	0.3952718446
392	0.3952212456
393	0.395026655
394	0.394982275
395	0.3949354506
396	0.394891665
397	0.3948483286
398	0.3948020312
399	0.3947595729
400	0.3946951066
401	0.3946519179
402	0.3944686077
403	0.3944246913
404	0.3943818696
405	0.3943389208
406	0.3942194152
407	0.3941771456
408	0.3941392375
409	0.3940976561
410	0.3939907446
411	0.3937713463
412	0.3937290128
413	0.3936870788
414	0.393624205
415	0.3935833797
416	0.3933605592
417	0.3930878845
418	0.3930458873
419	0.3927684166
420	0.3925789889
421	0.3925146266
422	0.3924407909
423	0.3922255311
424	0.3921885295
425	0.3921522138
426	0.392066877
427	0.3920153875
428	0.3919049957
429	0.391781833
430	0.3915779572
431	0.3915371764
432	0.391481567
433	0.3914414901
434	0.3914041778
435	0.3913632702
436	0.3912837348
437	0.391248259
438	0.3912086408
439	0.3910918971
440	0.3909700819
441	0.3908243632
442	0.3907839441
443	0.3907486327
444	0.3905414315
445	0.3905013363
446	0.3904664869
447	0.3904078173
448	0.3903736363
449	0.3902686569
450	0.390215537
451	0.3901434802
452	0.3901033196
453	0.3900490069
454	0.3900092998
455	0.3899757195
456	0.3899362585
457	0.3898980714
458	0.3897819705
459	0.3895910935
460	0.3895337742
461	0.3893523056
462	0.3892952759
463	0.3892560313
464	0.3890840556
465	0.3889877017
466	0.3888789137
467	0.3888386679
468	0.3887967861
469	0.3887201434
470	0.3886831272
471	0.3886285194
472	0.3885897083
473	0.3885370659
474	0.388497943
475	0.3882827493
476	0.3882441986
477	0.3882122291
478	0.3881734963
479	0.388141598
480	0.3881084908
481	0.3880703124
482	0.387911905
483	0.3878617947
484	0.3876510985
485	0.3876142765
486	0.3875762074
487	0.3874567019
488	0.3874191292
489	0.3873917816
490	0.3873539312
491	0.3873165598
492	0.3872778921
493	0.3871738365
494	0.3871364849
495	0.3871023492
496	0.3870647286
497	0.3870085912
498	0.3869718465
499	0.386938053
500	0.3868057721
501	0.3867690791
502	0.3867415802
503	0.386706649
504	0.3866254574
505	0.38659013
506	0.3865355118
507	0.3864854226
508	0.386453758
509	0.3864176337
510	0.386359535
511	0.3861235912
512	0.3860887715
513	0.3860392797
514	0.3859235624
515	0.3858874017
516	0.3857760658
517	0.3857308763
518	0.3856984995
519	0.3855382607
520	0.3855065668
521	0.3854768907
522	0.3854406229
523	0.3852196119
524	0.3851856478
525	0.3851511164
526	0.385099513
527	0.3850640423
528	0.3849290171
529	0.384898286
530	0.3848625893
531	0.3848320244
532	0.3845702038
533	0.3844381291
534	0.3843736944
535	0.3843398976
536	0.3841775537
537	0.3841473289
538	0.3841170405
539	0.3840724666
540	0.3840229719
541	0.3839927552
542	0.3839580117
543	0.3838051839
544	0.3837744559
545	0.3837400525
546	0.383710282
547	0.3836751354
548	0.3836495014
549	0.383615956
550	0.3835701235
551	0.3835396417
552	0.3835055897
553	0.3834714635
554	0.3833728855
555	0.3832128916
556	0.3830721586
557	0.3830399993
558	0.3830032777
559	0.3829724257
560	0.3829063942
561	0.3828744871
562	0.3828294858
563	0.3828020034
564	0.3827683374
565	0.3827347998
566	0.3827104369
567	0.3826819052
568	0.3826510227
569	0.3826194982
570	0.3825368574
571	0.3825121833
572	0.3824834427
573	0.3824505335
574	0.3824241237
575	0.3823968937
576	0.3823643025
577	0.3823318021
578	0.3822994223
579	0.3822010515
580	0.382001834
581	0.3819696681
582	0.381945186
583	0.3817797107
584	0.381731977
585	0.381699153
586	0.381667894
587	0.3815821632
588	0.3815344056
589	0.3814998065
590	0.3814720724
591	0.3814218299
592	0.3813941767
593	0.3813626266
594	0.3813174777
595	0.3811900231
596	0.3810619564
597	0.3809910093
598	0.3809590209
599	0.3809147586
600	0.3808845233
601	0.380727454
602	0.3807010044
603	0.3806122473
604	0.3805872024
605	0.380561877
606	0.3804670607
607	0.3804355138
608	0.3804019629
609	0.3803450335
610	0.3803053546
611	0.3802782643
612	0.3800872186
613	0.3800205818
614	0.3799891019
615	0.3799446998
616	0.3799220168
617	0.3798984929
618	0.3798673269
619	0.3797964773
620	0.3797673685
621	0.3797364781
622	0.3797035629
623	0.3795287447
624	0.379387423
625	0.3793593056
626	0.3792460758
627	0.3792154569
628	0.3791844862
629	0.3790817515
630	0.3790541417
631	0.3790234166
632	0.3789870505
633	0.3789354165
634	0.3789052982
635	0.3788334243
636	0.3787870205
637	0.3787588886
638	0.3787163504
639	0.3786722627
640	0.3786400076
641	0.3786019026
642	0.3785635774
643	0.3785352734
644	0.3784642944
645	0.3784340825
646	0.3784045294
647	0.3783743916
648	0.3783462975
649	0.3783178477
650	0.3782924814
651	0.3782626691
652	0.378222835
653	0.3781970833
654	0.3781725625
655	0.378106975
656	0.3780661766
657	0.3779218748
658	0.3778965145
659	0.3777227443
660	0.3776061236
661	0.3775857758
662	0.3775562879
663	0.3775266498
664	0.3774976326
665	0.3774683098
666	0.3773804876
667	0.377352582
668	0.377313151
669	0.3772232322
670	0.3771594059
671	0.3771322135
672	0.3769860999
673	0.3769624036
674	0.3769332999
675	0.3769072499
676	0.3768808306
677	0.3768547661
678	0.376831601
679	0.3768028151
680	0.3767761733
681	0.3767393995
682	0.37671073
683	0.3765930952
684	0.3765666948
685	0.3765412476
686	0.3764539059
687	0.3763919605
688	0.3762635963
689	0.3761038553
690	0.3760378109
691	0.3760092211
692	0.3758135892
693	0.3756924024
694	0.3756669637
695	0.3756420492
696	0.3756119638
697	0.3755859846
698	0.3755576814
699	0.3755316191
700	0.3755057569
701	0.3754318135
702	0.3754022374
703	0.3753741466
704	0.3753352029
705	0.375311082
706	0.3752830292
707	0.375257388
708	0.3752200382
709	0.3751871221
710	0.3751602956
711	0.3751040051
712	0.3750396739
713	0.3749044438
714	0.3748504224
715	0.3748247242
716	0.3747979955
717	0.3747700642
718	0.3747290471
719	0.3747024724
720	0.3745784363
721	0.3745506986
722	0.3745240696
723	0.374488527
724	0.3744632109
725	0.3744402338
726	0.3744163487
727	0.3743373242
728	0.3743133824
729	0.3741862743
730	0.3741099175
731	0.3740841212
732	0.3740578089
733	0.3740344479
734	0.3740106308
735	0.3739747435
736	0.3739488363
737	0.3739242602
738	0.3738981452
739	0.3738159295
740	0.3737924971
741	0.3737676835
742	0.3735493465
743	0.3735278835
744	0.3734742071
745	0.3734012749
746	0.3733688221
747	0.3733428522
748	0.3733195708
749	0.37309846
750	0.3730738168
751	0.3729196446
752	0.3728964401
753	0.3728708945
754	0.3728458751
755	0.3728216108
756	0.3727965344
757	0.3726748164
758	0.372594302
759	0.3725710595
760	0.3725476383
761	0.3724403355
762	0.3724138304
763	0.3723926798
764	0.3723290785
765	0.3723048095
766	0.3722512062
767	0.3721591394
768	0.372010187
769	0.3719874292
770	0.3719610211
771	0.3719357029
772	0.3718465713
773	0.3717026253
774	0.3716786578
775	0.3716394375
776	0.3716092752
777	0.371575562
778	0.3715523671
779	0.3715182507
780	0.3714947391
781	0.3714615792
782	0.3714399132
783	0.3714046291
784	0.3712992756
785	0.3712758554
786	0.3712429326
787	0.3712181719
788	0.3711640101
789	0.3711379556
790	0.3711152586
791	0.3710860528
792	0.3710653411
793	0.3710120369
794	0.3709883054
795	0.3708627517
796	0.3708128344
797	0.3707892616
798	0.3707260113
799	0.3705866945
800	0.3705666538
801	0.3704314582
802	0.3704069436
803	0.3703402715
804	0.3701726306
805	0.3700244516
806	0.3700000149
807	0.369862962
808	0.369800383
809	0.3697625088
810	0.369738161
811	0.369619057
812	0.3695821881
813	0.3695613627
814	0.3695392951
815	0.3695149769
816	0.3694931003
817	0.3693392161
818	0.3693133822
819	0.3692987017
820	0.3692723467
821	0.3692499889
822	0.3692151543
823	0.3691140016
824	0.3689710588
825	0.3689479745
826	0.3687541192
827	0.3687020099
828	0.3686596638
829	0.3684743737
830	0.3684516976
831	0.3684278528
832	0.3683188073
833	0.3682957269
834	0.368127321
835	0.3680468832
836	0.3679908961
837	0.3679691556
838	0.3679533736
839	0.3679325372
840	0.3679104144
841	0.367788438
842	0.3677670249
843	0.3676038102
844	0.3675594694
845	0.3675365281
846	0.3675155715
847	0.3674949695
848	0.3673330575
849	0.3673006603
850	0.3672770241
851	0.3672554803
852	0.367230611
853	0.3671579371
854	0.3671279793
855	0.3671089773
856	0.3670882444
857	0.3670665318
858	0.3669355568
859	0.3669164186
860	0.3668835992
861	0.3668642682
862	0.3668429826
863	0.3668208744
864	0.3667992994
865	0.366767395
866	0.3667444688
867	0.366716766
868	0.3666925401
869	0.3665822625
870	0.3665601936
871	0.366535815
872	0.3665148009
873	0.3664922572
874	0.3664679976
875	0.3663416006
876	0.3662921117
877	0.3662627129
878	0.3662451462
879	0.3662263537
880	0.3662022037
881	0.3661570215
882	0.3661363568
883	0.3661162762
884	0.3660935607
885	0.3659915698
886	0.3659673911
887	0.3658258505
888	0.3657600145
889	0.3657276458
890	0.3657110605
891	0.3655809458
892	0.3655251691
893	0.3654974956
894	0.3654733879
895	0.3654520203
896	0.3654311305
897	0.3654120704
898	0.365393225
899	0.3653705689
900	0.365349427
901	0.365324036
902	0.3652148045
903	0.3650602964
904	0.3649860212
905	0.3649585347
906	0.364912907
907	0.3648902724
908	0.3647635018
909	0.3647309113
910	0.3646680701
911	0.3646460912
912	0.3646281684
913	0.3646076488
914	0.3644917247
915	0.3644730271
916	0.3643512747
917	0.3642783117
918	0.3642610277
919	0.3642375459
920	0.3642167104
921	0.3641618124
922	0.364133967
923	0.364034507
924	0.3640085962
925	0.3639085611
926	0.3637731622
927	0.3637520366
928	0.3637286256
929	0.3637026913
930	0.3636789932
931	0.3635824298
932	0.3635282169
933	0.3634095105
934	0.3633550566
935	0.3633396336
936	0.3633128087
937	0.3632913219
938	0.3632738349
939	0.3632239992
940	0.3631383705
941	0.3631201226
942	0.3630317328
943	0.3629771751
944	0.3629624371
945	0.3629361904
946	0.3629152667
947	0.3628939421
948	0.3628732726
949	0.362850159
950	0.3628318672
951	0.3627696187
952	0.3626479608
953	0.362628283
954	0.362605177
955	0.362587261
956	0.3625603709
957	0.3625408043
958	0.3623866975
959	0.3623386073
960	0.3622216829
961	0.3622058553
962	0.3621824897
963	0.362159616
964	0.3621311502
965	0.3621113963
966	0.3620872924
967	0.3620285741
968	0.3620101007
969	0.3619888423
970	0.3619398616
971	0.3619190663
972	0.3618538907
973	0.3618338811
974	0.3618128471
975	0.3617900909
976	0.3616756834
977	0.3616599881
978	0.3616421969
979	0.3615817756
980	0.3615184159
981	0.3614331429
982	0.3614085592
983	0.3613672203
984	0.3613012367
985	0.3612806502
986	0.3612580862
987	0.3612397665
988	0.3612239342
989	0.361201581
990	0.3611807123
991	0.3611639864
992	0.3610721911
993	0.3610542853
994	0.3610392027
995	0.3610121669
996	0.3609263826
997	0.3609038791
998	0.3608816916
999	0.360859451
