iter	MultiClass
0	1.275243519
1	1.229535424
2	1.174462737
3	1.103488327
4	1.063879767
5	1.013026593
6	0.9805701476
7	0.932735263
8	0.8908286016
9	0.8448599759
10	0.8087862823
11	0.7672311216
12	0.7364112409
13	0.7142702644
14	0.6867991883
15	0.6608245053
16	0.6444367129
17	0.6174411997
18	0.6005506167
19	0.5809018435
20	0.5669476792
21	0.5458703033
22	0.5259476794
23	0.5045678532
24	0.4944763353
25	0.483450567
26	0.4750507621
27	0.4603819962
28	0.4496460756
29	0.4325234383
30	0.4244041904
31	0.4132072234
32	0.4021833446
33	0.3920327933
34	0.3825760699
35	0.3770894106
36	0.3652335255
37	0.3567330344
38	0.3430588525
39	0.3340939086
40	0.326601604
41	0.3185232137
42	0.3084846508
43	0.3009820476
44	0.2967784387
45	0.2871917603
46	0.2804527088
47	0.2721746811
48	0.2653507115
49	0.2588829597
50	0.2522532577
51	0.2451998078
52	0.2382599662
53	0.233749486
54	0.2301185668
55	0.2261334475
56	0.2223346647
57	0.2186005775
58	0.2136010188
59	0.2078049626
60	0.202702121
61	0.1979438571
62	0.1945876716
63	0.1899646386
64	0.1854986425
65	0.1811845487
66	0.1776055278
67	0.1747832326
68	0.1716617423
69	0.1673084283
70	0.1635922859
71	0.1602689671
72	0.1570230773
73	0.1531884015
74	0.1506941114
75	0.1472048804
76	0.1448503918
77	0.1419544583
78	0.138391986
79	0.1353385644
80	0.1324319217
81	0.1299236784
82	0.1279969014
83	0.1257683503
84	0.123397739
85	0.1207802993
86	0.1183325211
87	0.1156839344
88	0.1138422861
89	0.1118004487
90	0.1095736064
91	0.1072358619
92	0.1051362199
93	0.1034240796
94	0.1017513482
95	0.1001363772
96	0.09852683409
97	0.09679844867
98	0.09498763671
99	0.09332986865
100	0.09210918248
101	0.09056312167
102	0.08886212827
103	0.08758269107
104	0.08644964284
105	0.08506917978
106	0.08379721162
107	0.08265696221
108	0.0808961239
109	0.07965315566
110	0.07864288744
111	0.07746399414
112	0.07638446503
113	0.07536445389
114	0.07434208073
115	0.07340835109
116	0.07208627269
117	0.07131220306
118	0.07046068773
119	0.0696059882
120	0.06874960254
121	0.06800627503
122	0.06700661508
123	0.06611603693
124	0.06535980797
125	0.06473056541
126	0.06377529033
127	0.06303060041
128	0.06228621034
129	0.06160089586
130	0.06103060751
131	0.06027483762
132	0.05964947412
133	0.05871107998
134	0.05809143902
135	0.05740425447
136	0.05679046379
137	0.05593069451
138	0.05525181124
139	0.05466573196
140	0.05395794966
141	0.05345382206
142	0.05290873465
143	0.05224995486
144	0.05167690691
145	0.0511378088
146	0.05067061429
147	0.05030272872
148	0.04985363578
149	0.04946701297
150	0.04886476906
151	0.04836929287
152	0.04795693475
153	0.04755147319
154	0.04706852398
155	0.04663331204
156	0.04622857224
157	0.0458324742
158	0.04538890447
159	0.04498313642
160	0.04448492192
161	0.04413258613
162	0.04383695172
163	0.04351753238
164	0.04300088198
165	0.04269920275
166	0.0423576094
167	0.0420363147
168	0.04160281972
169	0.04136458775
170	0.04093671766
171	0.04071410178
172	0.04039527887
173	0.04001245231
174	0.03952830585
175	0.03915948874
176	0.03881880169
177	0.03851892139
178	0.03821504634
179	0.0379187966
180	0.03757820201
181	0.03732205765
182	0.03703620677
183	0.03665590628
184	0.03636967634
185	0.03607934939
186	0.03569076092
187	0.03544016761
188	0.03525682661
189	0.03500209643
190	0.0347782802
191	0.03453555484
192	0.03426452664
193	0.0340429854
194	0.03383111829
