iter	MultiClass
488	0.0453808414
489	0.0452728751
490	0.045168189
491	0.0450706655
492	0.04491946995
493	0.04483656347
494	0.04471101834
495	0.04460400476
496	0.04443770328
497	0.04435289445
498	0.04423494359
499	0.04413867962
500	0.04405235582
501	0.04396528006
502	0.04388233872
503	0.04381391273
504	0.0437694225
505	0.04364090317
506	0.04356696474
507	0.04343551549
508	0.04336386744
509	0.04332746035
510	0.04323894214
511	0.0431098625
512	0.04298974323
513	0.04292075267
514	0.04279941992
515	0.04276597424
516	0.04263926824
517	0.04255178658
518	0.04246775093
519	0.0423565307
520	0.04222360631
521	0.04217891936
522	0.04209481021
523	0.04198205953
524	0.0419060034
525	0.04184552318
526	0.04174761863
527	0.04158724776
528	0.04151203411
529	0.04137564507
530	0.04127792401
531	0.04115197883
532	0.04109094573
533	0.0409738425
534	0.04091539742
535	0.04085868084
536	0.04077655989
537	0.04070624784
538	0.04065167001
539	0.04052396699
540	0.04046960056
541	0.04037634475
542	0.04030141917
543	0.04019321032
544	0.04013654913
545	0.04003472722
546	0.03999107993
547	0.0398981081
548	0.03982850917
549	0.03969692045
550	0.03963892644
551	0.03956363225
552	0.03946229095
553	0.03940347494
554	0.03925521368
555	0.03921846965
556	0.03913400311
557	0.03898638406
558	0.03894953069
559	0.03889696448
560	0.03880129599
561	0.03868178839
562	0.03864720418
563	0.03858532912
564	0.03853350911
565	0.03845281309
566	0.03841462297
567	0.038346806
568	0.03827721599
569	0.03820888245
570	0.03812702232
571	0.03804649167
572	0.03793000087
573	0.03782579544
574	0.03772783371
575	0.03765283401
576	0.03760816897
577	0.037539761
578	0.03747213278
579	0.03738636897
580	0.03726868026
581	0.03722222995
582	0.03715676408
583	0.03706849783
584	0.03701711682
585	0.03695301711
586	0.036799825
587	0.03667846867
588	0.0365546062
589	0.03643803465
590	0.03638001179
591	0.03633412129
592	0.03621024
593	0.03617386251
594	0.036080515
595	0.0360089731
596	0.0359323594
597	0.03588404403
598	0.03584208668
599	0.03575256854
600	0.03565580157
601	0.03558144053
602	0.03551280843
603	0.03546566064
604	0.03540805725
605	0.03536462198
606	0.03527764917
607	0.03521195925
608	0.03515593722
609	0.03511383977
610	0.03507375051
611	0.03498734701
612	0.03492902649
613	0.0348626893
614	0.03479917804
615	0.03473751684
616	0.03465382485
617	0.03461847482
618	0.03453689822
619	0.03448701842
620	0.03445615618
621	0.03439099138
622	0.0342915456
623	0.03422077828
624	0.03416536427
625	0.03410701886
626	0.03402618295
627	0.03397002063
628	0.03391572192
629	0.03383188767
630	0.03377237336
631	0.03367838636
632	0.03364017913
633	0.0335197479
634	0.03346670244
635	0.03343614885
636	0.03334255696
637	0.03332114942
638	0.03325935181
639	0.03320849166
640	0.03317412191
641	0.03308620374
642	0.03300733877
643	0.03295195533
644	0.03289128449
645	0.03280690043
646	0.03268241007
647	0.03266416461
648	0.03253286018
649	0.03242574395
650	0.03234261006
651	0.03223350866
652	0.03217152455
653	0.0321010505
654	0.03207996072
655	0.03202856265
656	0.03196752259
657	0.03184035723
658	0.03177954881
659	0.03166698148
660	0.03163841347
661	0.0315769607
662	0.03153349108
663	0.03148965719
664	0.03144079504
665	0.03142932294
666	0.03134243935
667	0.03123970509
668	0.03119062056
669	0.03116404158
670	0.03108120139
671	0.03103351746
672	0.03099469589
673	0.03096349391
674	0.03088739641
675	0.03084565155
676	0.03079651122
677	0.03071937575
678	0.0306540394
679	0.03059206501
680	0.0305517073
681	0.03049335019
682	0.03041736568
683	0.03037863164
684	0.03030366475
685	0.03025375198
686	0.03014867712
687	0.03011240691
688	0.03002014936
689	0.02997802999
690	0.02993407913
691	0.02985448771
692	0.02982093503
693	0.02977621467
694	0.02973057004
695	0.02971203807
696	0.02967943141
697	0.0296442255
698	0.02960530044
699	0.02951369599
700	0.02947084069
701	0.02943149843
702	0.02938945566
703	0.02932288731
704	0.02925583529
705	0.02921244923
706	0.02918276555
707	0.02914669687
708	0.02910311104
709	0.02904334181
710	0.02899763213
711	0.0289424277
712	0.02885819717
713	0.02878367853
714	0.02875698174
715	0.02871014071
716	0.02863176798
717	0.02858989917
718	0.02852434857
719	0.02846742674
720	0.02843128128
721	0.02839917968
722	0.02836211199
723	0.02831750256
724	0.02826992425
725	0.02823404951
726	0.02816570212
727	0.02810845836
728	0.02801960259
729	0.02797821572
730	0.0279328337
731	0.02788122492
732	0.02783788048
733	0.02775622868
734	0.02772312236
735	0.02770452142
736	0.02766326781
737	0.02762916969
738	0.02760794536
739	0.02757941091
740	0.02754282272
741	0.02750614841
742	0.02745873358
743	0.02743594714
744	0.02738611446
745	0.02735810881
746	0.0273200888
747	0.02722997243
748	0.02721040925
749	0.02719041481
750	0.02717302067
751	0.02713230425
752	0.02709212591
753	0.02705114903
754	0.0269982409
755	0.02695725327
756	0.02690491383
757	0.02687197848
758	0.02682686014
759	0.02675117731
760	0.02672149028
761	0.02666522201
762	0.02662854728
763	0.02659343521
764	0.02656382472
765	0.02654161294
766	0.02650613772
767	0.0264700175
768	0.02643838136
769	0.02640784065
770	0.02636168688
771	0.0263256888
772	0.02626799973
773	0.02623898529
774	0.02618608235
775	0.02613746526
776	0.02607387946
777	0.02598909406
778	0.02598273748
779	0.02595345579
780	0.02593164971
781	0.02590365171
782	0.02585767503
783	0.02582341853
784	0.02576039948
785	0.02574680913
786	0.02571809452
787	0.02566945001
788	0.02563462968
789	0.02558836016
790	0.02555771519
791	0.02552370932
792	0.02549142226
793	0.02545225801
794	0.02539483515
795	0.02536217037
796	0.02533567001
797	0.02530593276
798	0.02523777242
799	0.0252175323
800	0.02519307612
801	0.02516528643
802	0.02512262517
803	0.02505852783
804	0.02503123451
805	0.02499260621
806	0.02497249496
807	0.02490465528
808	0.02486930079
809	0.02484232615
810	0.02479750754
811	0.02477303138
812	0.02472957306
813	0.02468764099
814	0.02463920339
815	0.02460483934
816	0.02454953572
817	0.02451131743
818	0.02448269382
819	0.02445730946
820	0.02442948875
821	0.02440766721
822	0.02437655004
823	0.02432944861
824	0.02429161567
825	0.02426713544
826	0.02422580971
827	0.02418108936
828	0.02415970973
829	0.0241170169
830	0.0240912234
831	0.02403246601
832	0.02396064473
833	0.02393250892
834	0.02392364527
835	0.0238881637
836	0.02383689868
837	0.02379746421
838	0.02377910081
839	0.02374084141
840	0.02370937904
841	0.0236696877
842	0.02362599937
843	0.02359852911
844	0.02349762288
845	0.02346667685
846	0.02343854231
847	0.02339652526
848	0.02335206354
849	0.02332529727
850	0.02330891438
851	0.02323900829
852	0.02319018397
853	0.02315030534
854	0.02312932436
855	0.0231025958
856	0.0230603846
857	0.02300633624
858	0.02297867305
859	0.02293485933
860	0.02288954084
861	0.02285735539
862	0.02281442183
863	0.02278468574
864	0.0227535491
865	0.02272413009
866	0.02267466442
867	0.0226516047
868	0.02263229408
869	0.02258987902
870	0.02255723616
871	0.02252396044
872	0.02250354368
873	0.02246443619
874	0.02242835531
875	0.02240715277
876	0.02236928604
877	0.0223254674
878	0.02227898223
879	0.02223703111
880	0.02221374556
881	0.02216797371
882	0.02212314465
883	0.02209767527
884	0.02203289995
885	0.02196590759
886	0.02191334156
887	0.02190080497
888	0.02186981596
889	0.02180561219
890	0.02179340553
891	0.02177361871
892	0.02177045671
893	0.02174151454
894	0.02170455576
895	0.02168367569
896	0.0216579762
897	0.02160851186
898	0.02157666022
899	0.02155752645
900	0.02154088683
901	0.02152430278
902	0.02149940564
903	0.02147530383
904	0.0214552769
905	0.02141215377
906	0.02138190477
907	0.02134912712
908	0.02131798152
909	0.02130173695
910	0.02127977286
911	0.02125850413
912	0.02124661885
913	0.02122411797
914	0.02120019621
915	0.02117232733
916	0.02113123947
917	0.02110970128
918	0.02107434951
919	0.02105862342
920	0.02103036803
921	0.0209974498
922	0.02095647339
923	0.02094235329
924	0.02088942506
925	0.02087634676
926	0.02086139695
927	0.02084149199
928	0.0208131472
929	0.02078099902
930	0.02076124216
931	0.02074820288
932	0.02072471656
933	0.02070779695
934	0.02068012323
935	0.02065240611
936	0.02063406085
937	0.02060186413
938	0.0205744405
939	0.02054906162
940	0.02053812899
941	0.02052289496
942	0.02049265537
943	0.02046861545
944	0.02043169564
945	0.02039076507
946	0.02036050357
947	0.02034186894
948	0.02032358945
949	0.02030370174
950	0.02028454563
951	0.02026187889
952	0.02023673867
953	0.02022834667
954	0.02020598441
955	0.02018147735
956	0.02012315509
957	0.02007420112
958	0.02004331342
959	0.02001748507
960	0.0199882769
961	0.01995149474
962	0.01993071553
963	0.01991664034
964	0.01987852684
965	0.01986832216
966	0.01983105871
967	0.01980868548
968	0.01978478111
969	0.0197475967
970	0.01972123547
971	0.01969425337
972	0.01966131306
973	0.0196224475
974	0.01960443945
975	0.01956589919
976	0.01954886427
977	0.01949117036
978	0.01945724602
979	0.01943019756
980	0.01940178697
981	0.01939272416
982	0.0193550142
983	0.01931247717
984	0.01928322064
985	0.01926142711
986	0.01924267953
987	0.01923049022
988	0.01921761049
989	0.01917623334
990	0.0191475951
991	0.01912957531
992	0.01911104859
993	0.01908773537
994	0.01906124872
995	0.01902028043
996	0.01899613863
997	0.01895913267
998	0.01893985126
999	0.0189217276
