iter	Logloss
180	0.1404609093
181	0.1400176376
182	0.1397423064
183	0.1394706061
184	0.1391884828
185	0.1389319161
186	0.1386388534
187	0.1383755884
188	0.1381463467
189	0.137813439
190	0.1375035056
191	0.1370675581
192	0.1368487705
193	0.1364689754
194	0.1362789682
195	0.1360676927
196	0.1357434708
197	0.1353494341
198	0.1350732422
199	0.134842811
200	0.1344916554
201	0.1343475185
202	0.1341129557
203	0.1339250926
204	0.133645223
205	0.1333323474
206	0.1329587653
207	0.1327990097
208	0.1326541685
209	0.132434708
210	0.1322109594
211	0.1320326898
212	0.1319013234
213	0.131528336
214	0.1312045445
215	0.131060345
216	0.1308694067
217	0.1304401887
218	0.1303031804
219	0.1301594348
220	0.1299722525
221	0.1296842917
222	0.1294976337
223	0.129211817
224	0.1289714168
225	0.1288186411
226	0.1285963166
227	0.1283125031
228	0.1279270896
229	0.1276584332
230	0.1273966784
231	0.1272517904
232	0.12693886
233	0.1266234413
234	0.126366045
235	0.1261635492
236	0.1260124167
237	0.1259102142
238	0.1257657095
239	0.1256170967
240	0.1254255168
241	0.1252202665
242	0.125109785
243	0.1248299858
244	0.1244103847
245	0.124110796
246	0.1239889057
247	0.1236807799
248	0.1235428404
249	0.1232261306
250	0.1228812741
251	0.1227512379
252	0.1226221642
253	0.122387351
254	0.1222484726
255	0.1221347124
256	0.1220289807
257	0.1218826998
258	0.1217746285
259	0.1216003574
260	0.1214107572
261	0.1211306606
262	0.1208869347
263	0.1207754125
264	0.1205074212
265	0.1202646109
266	0.120120161
267	0.1199789976
268	0.1196262457
269	0.1195113744
270	0.1193976378
271	0.1192865225
272	0.1191018286
273	0.1189786471
274	0.1188146503
275	0.1186885971
276	0.1184584241
277	0.1183601732
278	0.1180927453
279	0.1179815987
280	0.1176808832
281	0.1175971554
282	0.1175030831
283	0.1171755512
284	0.1170151696
285	0.1168779892
286	0.1166498429
287	0.1165449094
288	0.1163398312
289	0.1162462127
290	0.115954895
291	0.1158132856
292	0.1157361935
293	0.1156276762
294	0.1154214712
295	0.1152540393
296	0.1150295316
297	0.1149253963
298	0.1146953172
299	0.1145810015
300	0.1144601832
301	0.1142901142
302	0.1141994692
303	0.1140673985
304	0.1139251709
305	0.1138275146
306	0.1135219085
307	0.1133039582
308	0.1130334629
309	0.1128987082
310	0.1128173985
311	0.112695109
312	0.1125339762
313	0.1124385892
314	0.1122767522
315	0.1121282411
316	0.1119756924
317	0.1117488842
318	0.1115669368
319	0.111494258
320	0.1113937143
321	0.1112870828
322	0.1111458255
323	0.1110460956
324	0.1108792662
325	0.1107739806
326	0.1106391789
327	0.1105498329
328	0.1103080241
329	0.1100519268
330	0.1098221921
331	0.1096994879
332	0.1094215276
333	0.1092996451
334	0.1092241571
335	0.1091084016
336	0.1090203388
337	0.1088519913
338	0.1087787413
339	0.1087097324
340	0.1086443075
341	0.1085529738
342	0.1084238845
343	0.1082436117
344	0.1081745167
345	0.108067314
346	0.1078549429
347	0.1077902613
348	0.1075840564
349	0.1074843108
350	0.1074062876
351	0.1071969213
352	0.1070191995
353	0.1068080022
354	0.1067290556
355	0.1066297482
356	0.1065669759
357	0.1065112931
358	0.1063582905
359	0.1063035701
360	0.1061932999
361	0.1061038599
362	0.1058094279
363	0.1056339049
364	0.1054601738
365	0.1053682533
366	0.1051844514
367	0.1051052935
368	0.10497773
369	0.1047818071
370	0.1047158031
371	0.1046419584
372	0.1045451238
373	0.1044755515
374	0.1044088745
375	0.1042873754
376	0.1041592798
377	0.1040844257
378	0.1038787372
379	0.1038043213
380	0.1037244435
381	0.1035255158
382	0.1034455285
383	0.1033735226
384	0.1032654513
385	0.103194228
386	0.1030586125
387	0.1027730228
388	0.1027246485
389	0.1026583002
390	0.1025937594
391	0.1025263547
392	0.1024644509
393	0.102412485
394	0.1023504326
395	0.102281322
396	0.1020847262
397	0.1018417124
398	0.1017924304
399	0.1016237386
400	0.101566882
401	0.1014812372
402	0.1012463535
403	0.1011745668
404	0.1010888672
405	0.10102381
406	0.100857364
407	0.1007903348
408	0.1007262088
409	0.1005544496
410	0.1004730694
411	0.1004111579
412	0.1003494341
413	0.1002898779
414	0.1002272073
415	0.1001407095
416	0.1000796587
417	0.1000154622
418	0.09995638334
419	0.09982031407
420	0.09976723695
421	0.09957546136
422	0.0995130803
423	0.09943504138
424	0.09937687018
425	0.09930997408
426	0.0992475539
427	0.0989839055
428	0.09878561949
429	0.09871841822
430	0.0986602705
431	0.09860060472
432	0.09851875501
433	0.09831737029
434	0.09825646034
435	0.09815852239
436	0.09797280336
437	0.0979084191
438	0.09784702399
439	0.09778861021
440	0.09772129157
441	0.09765804975
442	0.09759555914
443	0.09753377279
444	0.09735123072
445	0.09727914663
446	0.09722116324
447	0.09716463529
448	0.09704675919
449	0.09698516063
450	0.09689051701
451	0.09681490385
452	0.09675782033
453	0.09665877122
454	0.09652672401
455	0.0964665496
456	0.09624460074
457	0.09598992763
458	0.09593278151
459	0.09586469601
460	0.09580826979
461	0.0957503177
462	0.09569384453
463	0.09562833346
464	0.09557276017
465	0.09551317264
466	0.0954295936
467	0.09530551226
468	0.09521890494
469	0.09516114846
470	0.09491854154
471	0.09486060509
472	0.0948044997
473	0.09459725404
474	0.09453500601
475	0.09446994879
476	0.0944144694
477	0.09432254107
478	0.09426677997
479	0.09421159011
480	0.09416125175
481	0.09410447341
482	0.09394208859
483	0.09368085812
484	0.09362525353
485	0.0934751853
486	0.09341790615
487	0.09336218418
488	0.09330860627
489	0.09325217223
490	0.09317360902
491	0.09309110201
492	0.09303638947
493	0.09295298258
494	0.09289456881
495	0.09284284543
496	0.09269052359
497	0.09263653877
498	0.09243943434
499	0.09238520696
500	0.09222020076
501	0.09216630202
502	0.09208539914
503	0.0920310622
504	0.09197758601
505	0.09191589355
506	0.09175199851
507	0.09167016445
508	0.09160398826
509	0.09153355525
510	0.09147740291
511	0.09141930213
512	0.0913655286
513	0.09131337484
514	0.09126073593
515	0.09106149527
516	0.09100938846
517	0.0909160438
518	0.09071688139
519	0.0906633426
520	0.09061129056
521	0.09054465269
522	0.09047885993
523	0.09040304331
524	0.0903315148
525	0.0902445084
526	0.09019028884
527	0.09013533372
528	0.09008303129
529	0.0900183575
530	0.08996730707
531	0.08991786859
532	0.08975087484
533	0.08969904973
534	0.08964785845
535	0.08957441281
536	0.08952266595
537	0.0894709504
538	0.08942157452
539	0.08937036759
540	0.08931880853
541	0.08926884578
542	0.08921827267
543	0.08900957156
544	0.08890432505
545	0.08868849534
546	0.08842807868
547	0.08820675581
548	0.08815652701
549	0.08810789451
550	0.08804483267
551	0.08799563677
552	0.08794386644
553	0.08789483486
554	0.08783111572
555	0.08778180245
556	0.0877334673
557	0.08768224472
558	0.08763307229
559	0.08756191156
560	0.0874402012
561	0.08739055927
562	0.08723025591
563	0.08714115241
564	0.08709342761
565	0.08702220428
566	0.08697281275
567	0.08688362317
568	0.08671419584
569	0.08666433481
570	0.08661810459
571	0.08657003549
572	0.08646277794
573	0.08621804262
574	0.0861434467
575	0.08609563583
576	0.08604760586
577	0.08597536527
578	0.08583519569
579	0.08578776042
580	0.08573902619
581	0.0856938993
582	0.08564717611
583	0.08559930263
584	0.08553314991
585	0.08548601199
586	0.08541295761
587	0.0851369222
588	0.08494712634
589	0.08490131085
590	0.0848553545
591	0.08460727007
592	0.0845327524
593	0.08448603703
594	0.08444275685
595	0.08439761431
596	0.08435268304
597	0.08430685973
598	0.08424073831
599	0.08404731946
600	0.0840032959
601	0.08396114252
602	0.08378579164
603	0.08372308193
604	0.08367790027
605	0.0835555326
606	0.08346254789
607	0.08341912685
608	0.08337504069
609	0.0833103043
610	0.08323582576
611	0.08319165352
612	0.08314809946
613	0.083104608
614	0.08285332313
615	0.08281141232
616	0.08270604843
617	0.08266303429
618	0.08261976976
619	0.08257704515
620	0.08241566976
621	0.08237340683
622	0.08230961726
623	0.08208931165
624	0.08204755734
625	0.0819719833
626	0.08192947779
627	0.08178337684
628	0.08174034706
629	0.08156427628
630	0.08152116824
631	0.08145359137
632	0.0813479849
633	0.08128163656
634	0.08123997615
635	0.08119846442
636	0.08115645971
637	0.08111435328
638	0.0810730763
639	0.08103232359
640	0.08099150829
641	0.08069688846
642	0.08065655831
643	0.08061774621
644	0.08057615622
645	0.08047293639
646	0.08038226005
647	0.08032187437
648	0.08010255471
649	0.08006090213
650	0.08002087715
651	0.0799810165
652	0.07992085775
653	0.07971642127
654	0.07948259403
655	0.07944141877
656	0.07940121382
657	0.07936261299
658	0.07932315142
659	0.07928319686
660	0.07924388396
661	0.07917178423
662	0.07903171637
663	0.07899251302
664	0.07877919515
665	0.07873884152
666	0.07864668626
667	0.07860759246
668	0.07856791178
669	0.07850040534
670	0.07838285006
671	0.07834397536
672	0.07830574231
673	0.07826843262
674	0.07819394625
675	0.07815564278
676	0.07811739408
677	0.07785045917
678	0.07778904059
679	0.07775163699
680	0.07771260579
681	0.07756449382
682	0.07744703244
683	0.07726772211
684	0.07722997421
685	0.07719117776
686	0.07713325696
687	0.07709567339
688	0.07705819154
689	0.0769923127
690	0.07695509691
691	0.07689908541
692	0.07680702405
693	0.07676978478
694	0.07673275679
695	0.07667611929
696	0.07642939641
697	0.07639243884
698	0.07635493352
699	0.07614638891
700	0.07610918094
701	0.07607171474
702	0.07603534405
703	0.07599898901
704	0.07596159324
705	0.07592527732
706	0.07586856157
707	0.07564058744
708	0.07560449845
709	0.07554431622
710	0.07545613607
711	0.0754208374
712	0.07538401286
713	0.07524655073
714	0.07521083734
715	0.07501115848
716	0.07495575734
717	0.07492016915
718	0.07488541041
719	0.07480964856
720	0.07466591859
721	0.0746305495
722	0.07459533691
723	0.07456009302
724	0.07450506748
725	0.07446909587
726	0.07443418845
727	0.07427289914
728	0.07415375538
729	0.07398918739
730	0.07395314535
731	0.07391842573
732	0.07388358874
733	0.0738495499
734	0.07379676232
735	0.07361828926
736	0.0735840235
737	0.07350132869
738	0.07346703163
739	0.07343278151
740	0.07335134653
741	0.07331715902
742	0.07328321408
743	0.07319281162
744	0.07299665402
745	0.07294534537
746	0.0729099841
747	0.07287609394
748	0.07266484187
749	0.07263094389
750	0.0725972963
751	0.07256392259
752	0.07251084548
753	0.07233921149
754	0.07230580648
755	0.07217712402
756	0.07214373466
757	0.0721111591
758	0.07205988957
759	0.07198116987
760	0.07194799179
761	0.07191496238
762	0.07188212077
763	0.07174372746
764	0.07171089368
765	0.07167814597
766	0.07162695469
767	0.07159442608
768	0.07156204615
769	0.07139002091
770	0.07135828263
771	0.0712487793
772	0.07121552296
773	0.07102739383
774	0.0709948574
775	0.07096276699
776	0.07093076266
777	0.07082228441
778	0.07074779021
779	0.0706754479
780	0.0706433888
781	0.07059308957
782	0.07056114001
783	0.07036103077
784	0.07032786051
785	0.07029623178
786	0.07016557742
787	0.07013401129
788	0.07010170961
789	0.07005339011
790	0.06998139993
791	0.0699501781
792	0.06991904234
793	0.06988655286
794	0.06985653608
795	0.06980733236
796	0.06977629833
797	0.06959356063
798	0.06954137558
799	0.06951031025
800	0.06932883238
801	0.06925155248
802	0.06922105838
803	0.06918979743
804	0.06899349897
805	0.06896269187
806	0.06891401242
807	0.06886698405
808	0.06883598915
809	0.06880445431
810	0.06877377241
811	0.06874334873
812	0.06871296418
813	0.0686833543
814	0.0686531732
815	0.06862312513
816	0.0685755177
817	0.06835076748
818	0.06815570538
819	0.06810809013
820	0.06803820488
821	0.06792285626
822	0.0678924091
823	0.06786222018
824	0.06780658428
825	0.06777661446
826	0.06774705153
827	0.06764329177
828	0.06761466784
829	0.06752878042
830	0.0674995618
831	0.0674698189
832	0.06744041247
833	0.06726222112
834	0.06723255647
835	0.06720372909
836	0.06717451047
837	0.06710051708
838	0.0670713454
839	0.06704226763
840	0.0669730788
841	0.06684551532
842	0.06673123091
843	0.06670231746
844	0.06665611854
845	0.06662729117
846	0.06659858899
847	0.06657046587
848	0.06637565417
849	0.06621521779
850	0.06618658604
851	0.06615871332
852	0.06613033197
853	0.06610083947
854	0.0660725755
855	0.06602169722
856	0.06599369929
857	0.0659656466
858	0.06591868865
859	0.06580652481
860	0.06577860514
861	0.06575076372
862	0.0657220146
863	0.06564711351
864	0.06549185728
865	0.06546477489
866	0.06543723864
867	0.06533489521
868	0.06530795366
869	0.06526481824
870	0.06523730938
871	0.06521037175
872	0.06514473157
873	0.06511735183
874	0.06509122017
875	0.06504738832
876	0.06487891564
877	0.06477815286
878	0.06475100786
879	0.06466462747
880	0.06457766411
881	0.06451902732
882	0.06449249268
883	0.06443499443
884	0.06426297701
885	0.06423585549
886	0.06420881614
887	0.06418196067
888	0.06415573511
889	0.06412938827
890	0.0641019694
891	0.0640386689
892	0.0638556456
893	0.06381462293
894	0.06378671891
895	0.06376007863
896	0.06373371613
897	0.06368211404
898	0.06359947009
899	0.0635734519
900	0.06336775951
901	0.06334212083
902	0.06331502279
903	0.06322724171
904	0.06320116092
905	0.06314760648
906	0.06312168219
907	0.06309573834
908	0.06294193366
909	0.06290023804
910	0.06274102627
911	0.06271510198
912	0.06268933027
913	0.06266352336
914	0.06257024912
915	0.06254464565
916	0.06246675931
917	0.06238148616
918	0.06235570663
919	0.06232903896
920	0.06230372502
921	0.06226337139
922	0.06223801833
923	0.06205302703
924	0.06202794002
925	0.06187810653
926	0.06185297648
927	0.06175996438
928	0.06173502213
929	0.06169461764
930	0.06164157965
931	0.06161651611
932	0.0615916795
933	0.06156741803
934	0.06142834003
935	0.06140338996
936	0.06134614602
937	0.06132215451
938	0.06121651674
939	0.06115693704
940	0.0611311223
941	0.0611066652
942	0.06106751271
943	0.06104299301
944	0.06090069893
945	0.06087590535
946	0.06085187863
947	0.06081274179
948	0.06078838642
949	0.0606969628
950	0.06067330385
951	0.06064914801
952	0.06060304299
953	0.06057901236
954	0.06055714534
955	0.0603811802
956	0.06034336188
957	0.06018983499
958	0.06016628168
959	0.06014131595
960	0.05996999496
961	0.05994616777
962	0.0599224384
963	0.05989909637
964	0.05987542959
965	0.05983134734
966	0.05976521027
967	0.05974157089
968	0.05971792759
969	0.05961516943
970	0.05957696377
971	0.05955424773
972	0.05953090179
973	0.05950760279
974	0.05948431162
975	0.05938910069
976	0.05936587211
977	0.05934269832
978	0.0593047235
979	0.05928162404
980	0.05925848936
981	0.05923553467
982	0.05921256041
983	0.05907105275
984	0.05904870449
985	0.05902591021
986	0.05891529964
987	0.05889245449
988	0.05883726071
989	0.05881448599
990	0.05877883129
991	0.05875596658
992	0.05873328184
993	0.0587109375
994	0.0585923728
995	0.05857008714
996	0.05852199065
997	0.05848539304
998	0.05838403946
999	0.05821882982
