iter	Passed	Remaining
567	12028	9148
568	12047	9125
569	12067	9103
570	12086	9081
571	12107	9059
572	12126	9036
573	12146	9014
574	12169	8994
575	12189	8973
576	12209	8951
577	12229	8929
578	12249	8906
579	12269	8884
580	12289	8862
581	12308	8840
582	12328	8818
583	12348	8796
584	12368	8774
585	12391	8754
586	12412	8733
587	12432	8711
588	12453	8689
589	12473	8668
590	12493	8646
591	12513	8624
592	12532	8601
593	12553	8580
594	12572	8558
595	12592	8536
596	12616	8516
597	12637	8495
598	12657	8473
599	12677	8451
600	12697	8429
601	12717	8407
602	12737	8385
603	12757	8363
604	12776	8341
605	12796	8320
606	12820	8300
607	12841	8279
608	12860	8257
609	12880	8235
610	12900	8213
611	12919	8191
612	12939	8168
613	12959	8147
614	12978	8125
615	12999	8103
616	13023	8084
617	13045	8063
618	13065	8042
619	13085	8020
620	13105	7998
621	13124	7976
622	13144	7954
623	13164	7932
624	13185	7911
625	13205	7889
626	13228	7869
627	13250	7848
628	13269	7826
629	13289	7804
630	13308	7782
631	13328	7761
632	13348	7739
633	13368	7717
634	13388	7695
635	13408	7673
636	13431	7654
637	13453	7633
638	13473	7611
639	13493	7589
640	13512	7568
641	13532	7546
642	13552	7524
643	13572	7502
644	13592	7481
645	13612	7459
646	13635	7439
647	13657	7418
648	13677	7396
649	13696	7375
650	13716	7353
651	13736	7331
652	13755	7309
653	13775	7288
654	13795	7266
655	13815	7244
656	13838	7224
657	13860	7203
658	13880	7182
659	13900	7161
660	13920	7139
661	13939	7117
662	13959	7095
663	13979	7073
664	13999	7052
665	14020	7031
666	14043	7011
667	14064	6990
668	14085	6969
669	14106	6948
670	14126	6926
671	14146	6904
672	14166	6883
673	14186	6861
674	14205	6839
675	14225	6818
676	14247	6797
677	14267	6775
678	14287	6754
679	14307	6732
680	14327	6711
681	14346	6689
682	14366	6668
683	14386	6646
684	14405	6624
685	14425	6603
686	14447	6582
687	14467	6560
688	14487	6539
689	14506	6517
690	14526	6496
691	14546	6474
692	14565	6452
693	14585	6431
694	14605	6409
695	14625	6388
696	14648	6367
697	14668	6346
698	14688	6325
699	14708	6303
700	14728	6282
701	14748	6260
702	14768	6239
703	14788	6217
704	14807	6196
705	14827	6174
706	14850	6154
707	14870	6133
708	14890	6111
709	14910	6090
710	14929	6068
711	14949	6047
712	14969	6025
713	14989	6004
714	15009	5982
715	15029	5961
716	15051	5940
717	15072	5919
718	15092	5898
719	15112	5877
720	15133	5855
721	15152	5834
722	15172	5813
723	15192	5791
724	15212	5770
725	15232	5748
726	15255	5728
727	15275	5707
728	15295	5686
729	15315	5664
730	15335	5643
731	15355	5621
732	15374	5600
733	15394	5578
734	15414	5557
735	15434	5536
736	15457	5515
737	15477	5494
738	15497	5473
739	15516	5451
740	15536	5430
741	15556	5409
742	15576	5387
743	15596	5366
744	15616	5345
745	15636	5323
746	15660	5303
747	15680	5282
748	15700	5261
749	15720	5240
750	15740	5218
751	15760	5197
752	15780	5176
753	15799	5154
754	15819	5133
755	15839	5112
756	15863	5092
757	15883	5071
758	15903	5049
759	15923	5028
760	15945	5007
761	15967	4987
762	15988	4966
763	16014	4946
764	16036	4926
765	16064	4907
766	16085	4886
767	16105	4865
768	16125	4844
769	16145	4822
770	16165	4801
771	16185	4780
772	16205	4758
773	16225	4737
774	16245	4716
775	16265	4695
776	16289	4674
777	16310	4654
778	16330	4632
779	16350	4611
780	16369	4590
781	16389	4568
782	16409	4547
783	16429	4526
784	16449	4505
785	16468	4483
786	16492	4463
787	16513	4442
788	16533	4421
789	16553	4400
790	16572	4378
791	16592	4357
792	16612	4336
793	16632	4315
794	16652	4294
795	16673	4273
796	16697	4252
797	16721	4232
798	16744	4212
799	16769	4192
800	16792	4171
801	16816	4151
802	16837	4130
803	16862	4110
804	16888	4090
805	16914	4071
806	16936	4050
807	16962	4030
808	16986	4010
809	17010	3990
810	17034	3969
811	17059	3949
812	17083	3929
813	17108	3909
814	17133	3889
815	17156	3868
816	17181	3848
817	17206	3828
818	17230	3808
819	17252	3787
820	17274	3766
821	17297	3745
822	17323	3725
823	17349	3705
824	17374	3685
825	17398	3665
826	17421	3644
827	17445	3623
828	17468	3603
829	17491	3582
830	17512	3561
831	17535	3540
832	17558	3520
833	17580	3499
834	17604	3478
835	17625	3457
836	17646	3436
837	17666	3415
838	17687	3394
839	17708	3373
840	17728	3351
841	17749	3330
842	17771	3309
843	17791	3288
844	17811	3267
845	17830	3245
846	17850	3224
847	17871	3203
848	17891	3182
849	17911	3160
850	17932	3139
851	17953	3118
852	17976	3097
853	17996	3076
854	18015	3055
855	18035	3034
856	18054	3012
857	18074	2991
858	18094	2970
859	18114	2948
860	18134	2927
861	18154	2906
862	18177	2885
863	18199	2864
864	18223	2844
865	18246	2823
866	18268	2802
867	18290	2781
868	18314	2760
869	18337	2740
870	18362	2719
871	18386	2698
872	18410	2678
873	18432	2657
874	18456	2636
875	18479	2615
876	18503	2595
877	18526	2574
878	18547	2553
879	18572	2532
880	18597	2511
881	18619	2490
882	18641	2470
883	18664	2449
884	18686	2428
885	18708	2407
886	18730	2386
887	18752	2365
888	18773	2344
889	18798	2323
890	18819	2302
891	18841	2281
892	18861	2260
893	18882	2238
894	18902	2217
895	18923	2196
896	18943	2175
897	18963	2153
898	18985	2132
899	19007	2111
900	19027	2090
901	19047	2069
902	19067	2048
903	19087	2026
904	19107	2005
905	19128	1984
906	19150	1963
907	19171	1942
908	19194	1921
909	19217	1900
910	19239	1879
911	19260	1858
912	19281	1837
913	19301	1816
914	19321	1794
915	19342	1773
916	19363	1752
917	19383	1731
918	19405	1710
919	19428	1689
920	19449	1668
921	19470	1647
922	19490	1625
923	19510	1604
924	19530	1583
925	19549	1562
926	19569	1541
927	19589	1519
928	19609	1498
929	19632	1477
930	19652	1456
931	19672	1435
932	19692	1414
933	19712	1392
934	19732	1371
935	19752	1350
936	19772	1329
937	19793	1308
938	19813	1287
939	19838	1266
940	19859	1245
941	19880	1224
942	19900	1202
943	19921	1181
944	19941	1160
945	19962	1139
946	19983	1118
947	20004	1097
948	20026	1076
949	20049	1055
950	20070	1034
951	20091	1013
952	20111	991
953	20131	970
954	20151	949
955	20171	928
956	20190	907
957	20210	886
958	20231	864
959	20254	843
960	20276	822
961	20296	801
962	20317	780
963	20338	759
964	20361	738
965	20385	717
966	20407	696
967	20428	675
968	20452	654
969	20474	633
970	20495	612
971	20516	591
972	20539	569
973	20562	548
974	20586	527
975	20609	506
976	20632	485
977	20654	464
978	20679	443
979	20702	422
980	20722	401
981	20742	380
982	20764	359
983	20785	337
984	20806	316
985	20827	295
986	20848	274
987	20872	253
988	20896	232
989	20916	211
990	20936	190
991	20956	169
992	20976	147
993	20996	126
994	21017	105
995	21037	84
996	21057	63
997	21077	42
998	21098	21
999	21118	0
